id,poj_input,poj_unicode,tailo_input,tailo_unicode,hoagi,abbreviations,noun_classifiers,reduplication,english_descriptions,page_number
35211,thinn,thiⁿ,thinn,thinn,天,"N ",,,"the gods, Heaven",
35212,thinn,thiⁿ,thinn,thinn,添,"V ",,,"add, increase, refill",
35213,thinn-cho7,thiⁿ-chō,thinn-tso7,thinn-tsō,添造,"V ",,,build or make in addition,
35214,thinn-chha5,thiⁿ-chhâ,thinn-tsha5,thinn-tshâ,添柴,"VO ",,,add wood (to a fire),
35215,thinn-chhinn,thiⁿ-chhiⁿ,thinn-tshinn,thinn-tshinn,天星,"N ",,,stars of the sky,
35216,thinn-e7(kan),thiⁿ-ē(kan),thinn-e7(kan),thinn-ē(kan),天下(間),"NP  ",,,the world,
35217,thinn-he2,thiⁿ-hé,thinn-he2,thinn-hé,添火,"V ",,,add fuel to a fire,
35218,thinn-he2,thiⁿ-hé,thinn-he2,thinn-hé,天火,N Bib,,,fire from heaven,
35219,thinn-hoan te7-loan7,thiⁿ-hoan tē-loān,thinn-huan te7-luan7,thinn-huan tē-luān,天翻地覆,"Sph ",,,universal confusion,
35220,thinn-hoat,thiⁿ-hoat,thinn-huat,thinn-huat,天法,"N ",,,"divine law, law of Heaven",
35221,thinn-hoe2,thiⁿ-hóe,thinn-hue2,thinn-hué,添火,"V ",,,add fuel to a fire,
35222,thinn-hoe2,thiⁿ-hóe,thinn-hue2,thinn-hué,天火,N Bib,,,fire from heaven,
35223,thinn-i3,thiⁿ-ì,thinn-i3,thinn-ì,天意,"N ",,,"divine will, will of Heaven , providence",
35224,thinn-iu5,thiⁿ-iû,thinn-iu5,thinn-iû,添油,"VO ",,,add oil or gasoline,
35225,thinn ka-kauh8 geh8,thiⁿ ka-ka̍uh ge̍h,thinn ka-kauh8 geh8,thinn ka-ka̍uh ge̍h,(月亮掉下來)形容不可能的事,"idiom ",,,totally unexpected (as if the heavens dropped the moon!),
35226,thinn-kng(-cha2),thiⁿ-kng(-chá),thinn-kng(-tsa2),thinn-kng(-tsá),破曉,"Nt ",,,dawn,
35227,Thinn-kong,Thiⁿ-kong,Thinn-kong,Thinn-kong,天公,"N ",,,Chang-i (TiuN-gi5) a Taoist herbalist of the Han dynasty who treated people without charge. He was apotheosized by Hui-chung in the Cung dynasty. His birthday is celebrated on the 9th day of the 1st lunar month,
35228,Thinn-kong,Thiⁿ-kong,Thinn-kong,Thinn-kong,天公,"N ",,,Heaven (personified),
35229,Thinn-kong,Thiⁿ-kong,Thinn-kong,Thinn-kong,天公,"N ",,,The Supreme God,
35230,thinn-kong-loo5,thiⁿ-kong-lô͘,thinn-kong-loo5,thinn-kong-lôo,天公爐,"N ",,,incense vessel used in the worship of ThiN-kong,
35231,Thinn-kong-ti,Thiⁿ-kong-ti,Thinn-kong-ti,Thinn-kong-ti,天公的豬,"N ",chiah,,pig especially reared for sacrifice on the birthday of ThiN-kong,
35232,thinn-kha-e7,thiⁿ-kha-ē,thinn-kha-e7,thinn-kha-ē,"天下  ","N ",,,"whole world, everything under heaven",
35233,thinn-khi3,thiⁿ-khì,thinn-khi3,thinn-khì,天氣,"N ",,,weather,
35234,thinn-li2,thiⁿ-lí,thinn-li2,thinn-lí,天理,"N ",,,"divine law, nemesis",
35235,thinn-loo7,thiⁿ-lō͘,thinn-loo7,thinn-lōo,天路,"N Xtn ",,,the road to heaven,
35236,thinn-loo7,thiⁿ-lō͘,thinn-loo7,thinn-lōo,露水,"N ",,,dew,
35237,thinn-mng5,thiⁿ-mn̂g,thinn-mng5,thinn-mn̂g,天門,"N Xtn ",,,heaven's gate,
35238,Thinn-pe7,Thiⁿ-pē,Thinn-pe7,Thinn-pē,天父,"N Xtn ",,,Heavenly Father,
35239,thinn-peng,thiⁿ-peng,thinn-ping,thinn-ping,天兵,"N ",,,heavenly host,
35240,thinn-pinn hai2-kak,thiⁿ-piⁿ hái-kak,thinn-pinn hai2-kak,thinn-pinn hái-kak,天涯海角,"Sph ",,,"the ends of the earth, the farthest reaches of sky and sea",
35241,thinn-phan-tin5,thiⁿ-phan-tîn,thinn-phan-tin5,thinn-phan-tîn,木蓮,"N ",châng,,"climbing fig, Ficus pumila",
35242,thinn-phu2-kng,thiⁿ-phú-kng,thinn-phu2-kng,thinn-phú-kng,破曉 黎明,"Nt ",,,dawn,
35243,thinn-sai3,thiⁿ-sài,thinn-sai3,thinn-sài,天使,N Bib,ê,,angel,
35244,thinn-sai3-lun7,thiⁿ-sài-lūn,thinn-sai3-lun7,thinn-sài-lūn,天使論,"N Xtn ",,,angelology,
35245,thinn-sai3-tiunn2,thiⁿ-sài-tiúⁿ,thinn-sai3-tiunn2,thinn-sài-tiúnn,天使長,N Bib,ê,,archangel,
35246,thinn-sai3-thau5,thiⁿ-sài-thâu,thinn-sai3-thau5,thinn-sài-thâu,天使長,"N Xtn ",ê,,archangel,
35247,thinn-sek,thiⁿ-sek,thinn-sik,thinn-sik,天色,"N ",,,"color of the sky (bright, drak, etc)",
35248,thinn-sek,thiⁿ-sek,thinn-sik,thinn-sik,天色,"N ",,,sky blue,
35249,thinn-si5,thiⁿ-sî,thinn-si5,thinn-sî,天時,"N ",,,season,
35250,thinn-sinn toe7-iunn2,thiⁿ-siⁿ tōe-iúⁿ,thinn-sinn tue7-iunn2,thinn-sinn tuē-iúnn,天生地養,"S ",,,Heaven begets (men and) earth rears (them),
35251,thinn-sia2,thiⁿ-siá,thinn-sia2,thinn-siá,添寫,"V ",,,"make an additional in writing, add a postscript",
35252,thinn-siann5,thiⁿ-siâⁿ,thinn-siann5,thinn-siânn,天城,"N Xtn ",,,The Heavenly City,
35253,thinn-siong7,thiⁿ-siōng,thinn-siong7,thinn-siōng,氣象,"N ",,,atmospheric or celestial phenomenon,
35254,thinn-su3-e5,thiⁿ-sù-ê,thinn-su3-e5,thinn-sù-ê,天賜的,"e5 ph ",,,"given by God, bestowed by Heaven",
35255,thinn-te7,thiⁿ-tē,thinn-te7,thinn-tē,天地,"N ",,,heaven and earth,
35256,thinn-te7,thiⁿ-tē,thinn-te7,thinn-tē,天地,"N ",,,earth and sky,
35257,thinn-teng2,thiⁿ-téng,thinn-ting2,thinn-tíng,天上,"N ",,,"heaven (cf te7/toe7-e7, earth)",
35258,thinn-teng2,thiⁿ-téng,thinn-ting2,thinn-tíng,天上,"N ",,,the zenith,
35259,thinn-toe7,thiⁿ-tōe,thinn-tue7,thinn-tuē,天地,"N ",,,heaven and earth,
35260,thinn-toe7,thiⁿ-tōe,thinn-tue7,thinn-tuē,天地,"N ",,,earth and sky,
35261,thinn-toe7-kan,thiⁿ-tōe-kan,thinn-tue7-kan,thinn-tuē-kan,天地間,"N ",,,the world,
35262,thinn-thang,thiⁿ-thang,thinn-thang,thinn-thang,天窗,"N ",phiⁿ,,skylight,
35263,thinn-thau5 thiap8-be2,thiⁿ-thâu thia̍p-bé,thinn-thau5 thiap8-be2,thinn-thâu thia̍p-bé,截長補短,"Sph ",,,make up a deficiency or a deficit,
35264,thinn-thiap,thiⁿ-thiap,thinn-thiap,thinn-thiap,填貼,"V ",,,make up a defiiciency or a deficit,
35265,thinn-thui,thiⁿ-thui,thinn-thui,thinn-thui,天梯,N Bib,,,Jacob;s ladder,
35266,thinn-ui7,thiⁿ-uī,thinn-ui7,thinn-uī,皇位,"N ",,,the imperial throne,
35267,thinn3,thìⁿ,thinn3,thìnn,撐,"V ",,,"buttress, prop up, shore up",
35268,thinn3-thau5,thìⁿ-thâu,thinn3-thau5,thìnn-thâu,扥腮,"VO ",,,support one's head with one's hand,
35269,thinn3-thau5,thìⁿ-thâu,thinn3-thau5,thìnn-thâu,帶頭,"VO ",,,emerge as a leader,
35270,thinn5-he2/hoe2,thîⁿ-hé/hóe,thinn5-he2/hue2,thînn-hé/hué,受光目眩,"VO ",,,be dazzled by fire,
35271,thinn5-jit8,thîⁿ-ji̍t,thinn5-jit8,thînn-ji̍t,受日目眩,"VO ",,,be dazzled by the sun,
35272,thinn5-kng,thîⁿ-kng,thinn5-kng,thînn-kng,受光目眩,"VO ",,,be dazzled by light,
35273,thinn7,thīⁿ,thinn7,thīnn,縫,"V ",,,sew or stitch by hand,
35274,thinn7-bat8,thīⁿ-ba̍t,thinn7-bat8,thīnn-ba̍t,密縫,"V ",,thīN-ba̍t-ba̍t,stitch tightly,
35275,thiann,thiaⁿ,thiann,thiann,廳,"N ",keng,,"a common room in a house, where guests may be entertained",
35276,thiann,thiaⁿ,thiann,thiann,廳,"Nsf ",,,department (provicial gov't),
35277,thiann,thiaⁿ,thiann,thiann,廳,"Nsf ",,,hall,
35278,thiann,thiaⁿ,thiann,thiann,廳,"Nsf ",,,shop,
35279,thiann,thiaⁿ,thiann,thiann,"聽 ","V ",,,hear (pVmod Bib oe7/boe7-kiN3: understand),
35280,thiann,thiaⁿ,thiann,thiann,聽,"V ",,,listen,
35281,thiann-beng5,thiaⁿ-bêng,thiann-bing5,thiann-bîng,聽清楚,"V ",,,hear clearly,
35282,thiann-chai,thiaⁿ-chai,thiann-tsai,thiann-tsai,聽說,"V ",,,know by listening or hearing,
35283,thiann-chin2-khi3,thiaⁿ-chín-khì,thiann-tsin2-khi3,thiann-tsín-khì,聽診器,N Med,,,stethoscope,
35284,thiann-chiong3,thiaⁿ-chiòng,thiann-tsiong3,thiann-tsiòng,聽眾,"N ",,,"audience, listeners",
35285,thiann-chhui3,thiaⁿ-chhùi,thiann-tshui3,thiann-tshuì,聽話,"VO ",,,"follow advice, obey",
35286,thiann-chhut,thiaⁿ-chhut,thiann-tshut,thiann-tshut,聽出,"V ",,,understand the implication of what is heard,
35287,thiann-kak,thiaⁿ-kak,thiann-kak,thiann-kak,聽覺,"N ",,,sense of hearing,
35288,thiann-kinn3,thiaⁿ-kìⁿ,thiann-kinn3,thiann-kìnn,聽見,"V ",,,jhear,
35289,thiann3-kong2,thiàⁿ-kóng,thiann3-kong2,thiànn-kóng,據說,"V ",,,"hear (people) say, hear that",
35290,thiann-kho3,thiaⁿ-khò,thiann-kho3,thiann-khò,聽課,"VO ",,,attend a lecture (class),
35291,thiann-khoann3,thiaⁿ-khòaⁿ,thiann-khuann3,thiann-khuànn,聽看,"V ",,,listen to see whether (followed by a Cl),
35292,thiann-lek8,thiaⁿ-le̍k,thiann-lik8,thiann-li̍k,聽力,"N ",,,keeness of hearing,
35293,thiann-oe7,thiaⁿ-oē,thiann-ue7,thiann-uē,聽話,"VO ",,,obey,
35294,thiann-sin3,thiaⁿ-sìn,thiann-sin3,thiann-sìn,聽信,"V ",,,hear and believe,
35295,thiann-sin5-keng,thiaⁿ-sîn-keng,thiann-sin5-king,thiann-sîn-king,聽神經,N Anat,,,acoustic nerve,
35296,thiann-siu7,thiaⁿ-siū,thiann-siu7,thiann-siū,聽受,"V ",,,hear and receive,
35297,thiann-sun7,thiaⁿ-sūn,thiann-sun7,thiann-sūn,聽話,"V ",,,hear and obey,
35298,thiann-tang5,thiaⁿ-tâng,thiann-tang5,thiann-tâng,聽筒,"N ",ki,,(telephone) receiver,
35299,thiann-tng5,thiaⁿ-tn̂g,thiann-tng5,thiann-tn̂g,聽堂,"N ",keng,,common central hall of a large house,
35300,thiann-than3,thiaⁿ-thàn,thiann-than3,thiann-thàn,聽從,"V ",,,obey,
35301,thiann3,thiàⁿ,thiann3,thiànn,愛,"V ",,,love,
35302,thiann3,thiàⁿ,thiann3,thiànn,痛,"Ve ",,,"ache, hurt, give pain",
35303,thiann3-kiann2,thiàⁿ-kiáⁿ,thiann3-kiann2,thiànn-kiánn,疼孩子,"VO ",,,love a child,
35304,thiann3-lang5,thiàⁿ-lâng,thiann3-lang5,thiànn-lâng,愛人,"VO ",,,love people,
35305,thiann2-sioh,thiáⁿ-sioh,thiann2-sioh,thiánn-sioh,痛惜,"V ",,,love and cherish,
35306,thiann3-thang3,thiàⁿ-thàng,thiann3-thang3,thiànn-thàng,疼痛,"V, N ",,,love,
35307,thiann7,thiāⁿ,thiann7,thiānn,養,"V ",,,take a little medicaine or nourishment,
35308,thiann7-tann2,thiāⁿ-táⁿ,thiann7-tann2,thiānn-tánn,壯膽,"V ",,,take a nip of liquor to keep up one's spirits,
35309,thiah,thiah,thiah,thiah,撕,"V ",,,"tear (cloth, paper)",
35310,thiah,thiah,thiah,thiah,撕,"V ",,,tear down (building),
35311,thiah,thiah,thiah,thiah,撕,"V ",,,dissolve (partnership),
35312,thiah,thiah,thiah,thiah,撕,"V ",,,"buy (ticket, medicine on prescription)",
35313,thiah-beng5,thiah-bêng,thiah-bing5,thiah-bîng,闡明,"V ",,,explain the meaning clearly,
35314,thiah-chhiunn5,thiah-chhiûⁿ,thiah-tshiunn5,thiah-tshiûnn,拆牆,"VO ",,,tear down a wall,
35315,thiah-chhui3,thiah-chhùi,thiah-tshui3,thiah-tshuì,拆碎,"V ",,thiah-chhùi-chhùi,tear to pieces,
35316,thiah,thiah,thiah,thiah,破曉,"V ",,,break (dawn),
35317,thiah-hiat-kak8,thiah-hiat-ka̍k,thiah-hiat-kak8,thiah-hiat-ka̍k,撕掉,"V ",,,tear up and throw away,
35318,thiah-hui2,thiah-húi,thiah-hui2,thiah-huí,拆毀,"R V ",,,destroy by tearing down,
35319,thiah-ioh8,thiah-io̍h,thiah-ioh8,thiah-io̍h,買藥,"VO ",,,buy medicine on prescription,
35320,thiah-ji7-soo3,thiah-jī-sò͘,thiah-ji7-soo3,thiah-jī-sòo,占卜,"VO ",,,explain the meaning of a character,
35321,thiah-ji7-soo3,thiah-jī-sò͘,thiah-ji7-soo3,thiah-jī-sòo,占卜,"VO ",,,tell fortunes by analyzing the characters of one's name,
35322,thiah-khui,thiah-khui,thiah-khui,thiah-khui,拆開,"R V ",,,"rip open, tear open",
35323,thiah-lih8,thiah-li̍h,thiah-lih8,thiah-li̍h,拆開,"V ",,,tear open,
35324,thiah-lih8-siong,thiah-li̍h-siong,thiah-lih8-siong,thiah-li̍h-siong,撕裂傷,N Med,,,lacerated wound,
35325,thiah-pun2,thiah-pún,thiah-pun2,thiah-pún,分冊,"N ",,,separate volume,
35326,thiah-sak,thiah-sak,thiah-sak,thiah-sak,撕掉,"V ",,,tear up and throw away,
35327,thiah-phio3,thiah-phiò,thiah-phio3,thiah-phiò,買票,"VO ",,,buy a ticket,
35328,thiah-phoa3,thiah-phòa,thiah-phua3,thiah-phuà,扯破,"V ",,,tear,
35329,thiah-soann3,thiah-sòaⁿ,thiah-suann3,thiah-suànn,拆散,"V ",,,tear apart,
35330,thiah-tng7,thiah-tn̄g,thiah-tng7,thiah-tn̄g,拆斷,"V ",,,"tear, rend",
35331,thiah-toann,thiah-toaⁿ,thiah-tuann,thiah-tuann,買票,"VO ",,,buy a ticket,
35332,thiam,thiam,thiam,thiam,添,"V  R ",,,"add, increase, refill (col thiN)",
35333,thiam-chu3,thiam-chù,thiam-tsu3,thiam-tsù,添註,"V ",,,add a note or notation,
35334,thiam-chu3,thiam-chù,thiam-tsu3,thiam-tsù,添註,"N ",,,"codicil, notation",
35335,thiam-hok-siu7,thiam-hok-siū,thiam-hok-siu7,thiam-hok-siū,添福壽,"VO ",,,add happiness and longevity,
35336,thiam-hu3,thiam-hù,thiam-hu3,thiam-hù,記入  填上,"V ",,,append (to a document),
35337,thiam-poo2,thiam-pó͘,thiam-poo2,thiam-póo,添補,"V ",,,add an amendment,
35338,thiam-teng,thiam-teng,thiam-ting,thiam-ting,添丁,"VO ",,,have another boy,
35339,thiam2,thiám,thiam2,thiám,疲倦,"SV ",,,exhausted,
35340,thiam2,thiám,thiam2,thiám,累  過分,"SV ",,"thiám-thiám, thiám-thiám-thiám",severe,
35341,thiam2,thiám,thiam2,thiám,累  過分,"Pmod ",,,severely,
35342,thiam2-me7,thiám-mē,thiam2-me7,thiám-mē,痛罵,"V ",,,scold severely,
35343,thiam2-mi7,thiám-mī,thiam2-mi7,thiám-mī,諂媚,"V ",,,flatter,
35344,thiam2-mi7,thiám-mī,thiam2-mi7,thiám-mī,諂媚,"N ",,,flattery,
35345,thiam2-thau5,thiám-thâu,thiam2-thau5,thiám-thâu,疲倦,"SV ",,,"exhausted, tired",
35346,thiam5-cheng7,thiâm-chēng,thiam5-tsing7,thiâm-tsīng,恬靜,"SV ",,,quiet and reserved,
35347,thiam7,thiām,thiam7,thiām,沉,"V ",,,"sink, submerge",
35348,thiam7,thiām,thiam7,thiām,沉,"V ",,,throw into water,
35349,thiam7-si2,thiām-sí,thiam7-si2,thiām-sí,溺死,"R  V ",,,drown a person,
35350,thian,thian,thian,thian,天,"M ",,,day,
35351,thian,thian,thian,thian,天,"Nmod ",,,"heaven(ly), sky",
35352,thian-a2,thian-á,thian-a2,thian-á,不管如何,"Pmod ",,thian-á-á,"in spite of any objection, whatever happens",
35353,thian-beng7,thian-bēng,thian-bing7,thian-bīng,天命,"N ",,,drcree of Heaven,
35354,thian-beng7,thian-bēng,thian-bing7,thian-bīng,天命,"N ",,,divine providence fate,
35355,thian-boo7,thian-bō͘,thian-boo7,thian-bōo,帳篷,"N ",ê,,tent,
35356,thian-boo7-chiam3-su,thian-bō͘-chiàm-su,thian-boo7-tsiam3-su,thian-bōo-tsiàm-su,梅毛蟲,"N ",chiah,,"tent caterpillar, Malacosoma neustria testacea",
35357,thian-bu5 ji7-jit8,thian-bû jī-ji̍t,thian-bu5 ji7-jit8,thian-bû jī-ji̍t,天無二日,"idiom ",,,"""Heaven doesn't have two suns"". I.e. - There can be only one God, or emperor, etc",
35358,thian-bun5-ka,thian-bûn-ka,thian-bun5-ka,thian-bûn-ka,星學者,"N ",ê,,astronomer,
35359,thian-bun5-tai5,thian-bûn-tâi,thian-bun5-tai5,thian-bûn-tâi,天文台,"N ",keng,,astronomical observatory,
35360,thian-bun5 te7-li2,thian-bûn tē-lí,thian-bun5 te7-li2,thian-bûn tē-lí,天文地理,"N ",,,astronomy and geography,
35361,thian-bun5 te7-li2,thian-bûn tē-lí,thian-bun5 te7-li2,thian-bûn tē-lí,天文地理,"N ",,,astrology and geomancy,
35362,thian-bun5-tong,thian-bûn-tong,thian-bun5-tong,thian-bûn-tong,天門冬,"N ",châng,,Asparagus cochinchinensis,
35363,thian-chai,thian-chai,thian-tsai,thian-tsai,天災,"N ",,,"natural calamity, an act of God",
35364,thian-chai5,thian-châi,thian-tsai5,thian-tsâi,天才,"N ",,,"natural ability, genius",
35365,thian-che3-soann3,thian-chè-sòaⁿ,thian-tse3-suann3,thian-tsè-suànn,地平線,"N ",,,the horizon,
35366,thian-chin,thian-chin,thian-tsin,thian-tsin,天真,"SV ",,,innocent,
35367,thian-chin bu5-sia5,thian-chin bû-siâ,thian-tsin bu5-sia5,thian-tsin bû-siâ,天真無邪,"SV ",,,"innocent, simple and unaffected",
35368,thian-chit,thian-chit,thian-tsit,thian-tsit,天職,"N ",,,"calling, vocation",
35369,thian-chu,thian-chu,thian-tsu,thian-tsu,天資,"N ",,,"natural endowment, talent",
35370,Thian-chu2,Thian-chú,Thian-tsu2,Thian-tsú,天主,"N  RC ",,,"God (cf Siong7-te3, Sin5)",
35371,Than-chu2-kau3,Than-chú-kàu,Than-tsu2-kau3,Than-tsú-kàu,天主教,"N ",,,Toman Catholic Church,
35372,thian-chu2-keng,thian-chú-keng,thian-tsu2-king,thian-tsú-king,天主經,"N  RC ",,,"the ""Our Father""",
35373,Thian-chu2-seng3,Thian-chú-sèng,Thian-tsu2-sing3,Thian-tsú-sìng,天主性,"N  RC ",,,divine nature,
35374,thian-chu2-tng5,thian-chú-tn̂g,thian-tsu2-tng5,thian-tsú-tn̂g,天主堂,"N  RC ",,,church (building),
35375,thian-chham5,thian-chhâm,thian-tsham5,thian-tshâm,天蠶,N Ent,chiah,,"wild silk moth, Eriogyna pyretorim",
35376,thian-chho2,thian-chhó,thian-tsho2,thian-tshó,天草,"N ",châng,,Momordica cochinchinensis,
35377,thian-gia5,thian-giâ,thian-gia5,thian-giâ,天涯,"N ",,,the horizon,
35378,thian-go5,thian-gô,thian-go5,thian-gô,鵠,"N ",chiah,,"Alpheraky's swan, Cygnus bewickii jankowskii",
35379,thian-go5-jiong5-kim-ku,thian-gô-jiông-kim-ku,thian-go5-jiong5-kim-ku,thian-gô-jiông-kim-ku,天鵝絨金龜,N Ent,chiah,,"a bettle that jantacks fruit and ornamental trees, Serica orientalis",
35380,thian-go5-jiong5-kim-ku,thian-gô-jiông-kim-ku,thian-go5-jiong5-kim-ku,thian-gô-jiông-kim-ku,台灣天鵝絨金龜,N Ent,chiah,,"a kind of beetle that attacks ginger and sugar cane, Aserica formosae",
35381,thian-ho5,thian-hô,thian-ho5,thian-hô,天河,"N ",,,The Milky Way,
35382,thian-hoo7,thian-hō͘,thian-hoo7,thian-hōo,天后,"N ",,,Queen of Heaven (title given to Ma2-cho.2 goddess of sailors),
35383,thian-hoo7,thian-hō͘,thian-hoo7,thian-hōo,天后,"N ",,,"Queen of Heaven, Astarte",
35384,thian-hoa,thian-hoa,thian-hua,thian-hua,天花,"N ",,,smallpox,
35385,thian-hoa,thian-hoa,thian-hua,thian-hua,天花,"N ",châng,,Melothria maderospatana,
35386,thian-hoa-pan2,thian-hoa-pán,thian-hua-pan2,thian-hua-pán,天花板,"N ",,,ceiling,
35387,thian-hoan te7-hok8,thian-hoan tē-ho̍k,thian-huan te7-hok8,thian-huan tē-ho̍k,天翻地覆,"Sph ",,,universal confusion,
35388,thian-hok,thian-hok,thian-hok,thian-hok,天福,"N ",,,"bliss, heavenly happiness",
35389,Thian-hong5,Thian-hông,Thian-hong5,Thian-hông,天皇,"N ",,,Japan: The Emperor,
35390,thian-hong5-chhau2-ku7,thian-hông-chháu-kū,thian-hong5-tshau2-ku7,thian-hông-tsháu-kū,天蓬草舅,"N ",châng,,Wedelia climensis var. rolussta,
35391,thian-hu3,thian-hù,thian-hu3,thian-hù,天賦,"N ",,,"natural endowment, talent",
35392,Thian-i3,Thian-ì,Thian-i3,Thian-ì,天意,"N ",,,"divine will, will of Heaven, providence",
35393,thian-ian e5 cheng-chha,thian-ian ê cheng-chha,thian-ian e5 tsing-tsha,thian-ian ê tsing-tsha,天淵之別,"Sph ",,,as far apart as the sky is from the bottom of a pit,
35394,thian-jian5,thian-jiân,thian-jian5,thian-jiân,天然,"Nmod ",,,natural,
35395,thian-ka,thian-ka,thian-ka,thian-ka,天家,"N ",,,heavenly home,
35396,thian-kan,thian-kan,thian-kan,thian-kan,天天,"N ",,,"the first series of ten characters used in the kah-chi2 or calendar cycle of 60 years, also ised as A, B, C, etc in lists, and as ordinal numerals, first, second, third, etc",
35397,thian-kau2,thian-káu,thian-kau2,thian-káu,翠鳥,"N ",chiah,,"eastern little blue kingfisher, Indian common kingfisher, Alcedo atthis bengalensis",
35398,thian-kau2-kiat8,thian-káu-kia̍t,thian-kau2-kiat8,thian-káu-kia̍t,猩紅熱,"N ",,,scarlet fever,
35399,thian-kau2-tiau,thian-káu-tiau,thian-kau2-tiau,thian-káu-tiau,天狗鯛,N Ich,bé,,"either of two genera of surgeonfish, family Acanthuridae",
35400,thian-kek toe7-oan2,thian-kek tōe-oán,thian-kik tue7-uan2,thian-kik tuē-uán,天高地遠,"Sph ",,,as far apart as heaven and earth,
35401,thian-kio5,thian-kiô,thian-kio5,thian-kiô,天橋,"N ",,,overpass,
35402,thian-ko2-chiau2,thian-kó-chiáu,thian-ko2-tsiau2,thian-kó-tsiáu,紫鷺,"N ",chiah,,"eastern purple heron, Ardea purpurea manilensis",
35403,Thian-kok,Thian-kok,Thian-kok,Thian-kok,天國,N Bib,,,Kingdom of Heaven,
35404,thian-kun,thian-kun,thian-kun,thian-kun,天軍,N Bib,,,heavenly host,
35405,thian-lam5-seng,thian-lâm-seng,thian-lam5-sing,thian-lâm-sing,巨花蒟蒻,"N ",châng,,"large-flower amorphophallus, Amorphophallus gigantiflorus",
35406,Thian-lang5-chhinn,Thian-lâng-chhiⁿ,Thian-lang5-tshinn,Thian-lâng-tshinn,天狼星,"N ",,,Sirius,
35407,thian-li2,thian-lí,thian-li2,thian-lí,天理,"N ",,,"divine law, nemesis",
35408,thian-liong5,thian-liông,thian-liong5,thian-liông,良心,"N ",,,conscience,
35409,thian-lo5-pan2,thian-lô-pán,thian-lo5-pan2,thian-lô-pán,天花板,"N ",,,ceiling,
35410,thian-lo5 te7-bang7,thian-lô tē-bāng,thian-lo5 te7-bang7,thian-lô tē-bāng,天羅地網,"Sph ",,,Heaven (sets) a snare and earth (spreads) a net (to catch wrongdoers),
35411,thian-loo7,thian-lō͘,thian-loo7,thian-lōo,天路,"N Xtn ",,,the road to heaven,
35412,thian-lun5,thian-lûn,thian-lun5,thian-lûn,天倫,"N ",,,natural human relationships,
35413,thiah-lun5 chi-lok8,thiah-lûn chi-lo̍k,thiah-lun5 tsi-lok8,thiah-lûn tsi-lo̍k,天倫之樂,"N ",,,the happiness of human relationships,
35414,thian-lit8,thian-li̍t,thian-lit8,thian-li̍t,天律,"N ",,,"divine law, the law of Heaven",
35415,thian-mng5,thian-mn̂g,thian-mng5,thian-mn̂g,"天門 ","N Xtn ",,,heaven's gate,
35416,Thian-ong5,Thian-ông,Thian-ong5,Thian-ông,天王,"Tit ",,,god (used with a surname) <Li2 Thian-ong5: the god Li>,
35417,thian-peng,thian-peng,thian-ping,thian-ping,天兵,"N ",,,Tao: the heavenly host,
35418,thian-pong5,thian-pông,thian-pong5,thian-pông,天花板,"N ",,,veiling,
35419,thian-pheng5,thian-phêng,thian-phing5,thian-phîng,天秤,"N ",,,"balances, scales",
35420,thian-seng3,thian-sèng,thian-sing3,thian-sìng,天性,"N ",,,"natural disposition, anture",
35421,thian-seng3 chu7-jian5,thian-sèng chū-jiân,thian-sing3 tsu7-jian5,thian-sìng tsū-jiân,自然的,"Sph ",,,natural,
35422,thian-sian-tin5,thian-sian-tîn,thian-sian-tin5,thian-sian-tîn,天仙藤,"N ",châng,,"a plant of the birthwort family, Aaristolochia mollis",
35423,thian-sin5,thian-sîn,thian-sin5,thian-sîn,天神,"N ",,,heavenly spirit,
35424,thian-siong7,thian-siōng,thian-siong7,thian-siōng,天上,"Np ",,,heaven,
